Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,GeoCode,Value
2014,SH_DYN_MORT,KH22,,Y0T4,,,PER_100_LIVE_BIRTHS,KH22,41.0
2000,SH_DYN_MORT,KH12,,Y0T4,,,PER_100_LIVE_BIRTHS,KH12,49.7
2005,SH_DYN_MORT,KH12,,Y0T4,,,PER_100_LIVE_BIRTHS,KH12,52.0
2010,SH_DYN_MORT,KH12,,Y0T4,,,PER_100_LIVE_BIRTHS,KH12,18.0
2014,SH_DYN_MORT,KH12,,Y0T4,,,PER_100_LIVE_BIRTHS,KH12,23.0
2000,SH_DYN_MORT,KH14,,Y0T4,,,PER_100_LIVE_BIRTHS,KH14,151.3
2005,SH_DYN_MORT,KH14,,Y0T4,,,PER_100_LIVE_BIRTHS,KH14,143.0
2010,SH_DYN_MORT,KH14,,Y0T4,,,PER_100_LIVE_BIRTHS,KH14,74.0
2014,SH_DYN_MORT,KH14,,Y0T4,,,PER_100_LIVE_BIRTHS,KH14,75.0
2000,SH_DYN_MORT,KH15,,Y0T4,,,PER_100_LIVE_BIRTHS,KH15,172.7
2005,SH_DYN_MORT,KH15,,Y0T4,,,PER_100_LIVE_BIRTHS,KH15,106.0
2010,SH_DYN_MORT,KH15,,Y0T4,,,PER_100_LIVE_BIRTHS,KH15,57.0
2014,SH_DYN_MORT,KH15,,Y0T4,,,PER_100_LIVE_BIRTHS,KH15,36.0
2005,SH_DYN_MORT,KH17,,Y0T4,,,PER_100_LIVE_BIRTHS,KH17,94.0
2010,SH_DYN_MORT,KH17,,Y0T4,,,PER_100_LIVE_BIRTHS,KH17,60.0
2014,SH_DYN_MORT,KH17,,Y0T4,,,PER_100_LIVE_BIRTHS,KH17,56.0
2000,SH_DYN_MORT,KH20,,Y0T4,,,PER_100_LIVE_BIRTHS,KH20,129.6
2005,SH_DYN_MORT,KH20,,Y0T4,,,PER_100_LIVE_BIRTHS,KH20,110.0
2010,SH_DYN_MORT,KH20,,Y0T4,,,PER_100_LIVE_BIRTHS,KH20,93.0
2014,SH_DYN_MORT,KH20,,Y0T4,,,PER_100_LIVE_BIRTHS,KH20,63.0
2000,SH_DYN_MORT,KH21,,Y0T4,,,PER_100_LIVE_BIRTHS,KH21,118.5
2005,SH_DYN_MORT,KH21,,Y0T4,,,PER_100_LIVE_BIRTHS,KH21,102.0
2010,SH_DYN_MORT,KH21,,Y0T4,,,PER_100_LIVE_BIRTHS,KH21,84.0
2014,SH_DYN_MORT,KH21,,Y0T4,,,PER_100_LIVE_BIRTHS,KH21,31.0
2000,SH_DYN_MORT,KH_AGG_KH02_KH24,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH02_KH24,126.6
2005,SH_DYN_MORT,KH_AGG_KH02_KH24,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH02_KH24,116.0
2010,SH_DYN_MORT,KH_AGG_KH02_KH24,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH02_KH24,54.0
2014,SH_DYN_MORT,KH_AGG_KH02_KH24,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH02_KH24,37.0
2000,SH_DYN_MORT,KH_AGG_KH07_KH18_KH23,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH07_KH18_KH23,124.4
2000,SH_DYN_MORT,KH_AGG_KH10_KH13_KH19,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH10_KH13_KH19,119.5
2000,SH_DYN_MORT,KH_AGG_KH11_KH16,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH11_KH16,229.3
2005,SH_DYN_MORT,KH_AGG_KH11_KH16,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH11_KH16,165.0
2010,SH_DYN_MORT,KH_AGG_KH11_KH16,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH11_KH16,106.0
2014,SH_DYN_MORT,KH_AGG_KH11_KH16,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH11_KH16,80.0
2000,SH_DYN_MORT,KH_AGG_KH22_KH17,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH22_KH17,124.6
2005,SH_DYN_MORT,KH_AGG_KH07_KH23,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH07_KH23,83.0
2010,SH_DYN_MORT,KH_AGG_KH07_KH23,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH07_KH23,73.0
2014,SH_DYN_MORT,KH_AGG_KH07_KH23,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH07_KH23,44.0
2005,SH_DYN_MORT,KH_KH09_KH18,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_KH09_KH18,104.0
2010,SH_DYN_MORT,KH_KH09_KH18,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_KH09_KH18,63.0
2014,SH_DYN_MORT,KH_KH09_KH18,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_KH09_KH18,42.0
2005,SH_DYN_MORT,KH_AGG_KH13_KH19,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH13_KH19,146.0
2010,SH_DYN_MORT,KH_AGG_KH13_KH19,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH13_KH19,118.0
2014,SH_DYN_MORT,KH_AGG_KH13_KH19,,Y0T4,,,PER_100_LIVE_BIRTHS,KH_AGG_KH13_KH19,79.0
